,state,create_to_launch_day,launch_to_deadline_day,year,staff_pick
27566,successful,9,29,2019,True
27567,failed,259,29,2018,False
27568,failed,32,34,2012,False
27569,successful,23,39,2015,False
27570,successful,5,14,2020,False
27571,successful,15,60,2011,False
27572,successful,16,25,2020,False
27573,successful,40,30,2013,False
27574,failed,4,30,2016,False
27575,successful,11,21,2020,False
27576,successful,2,45,2017,False
27577,successful,21,14,2020,False
27578,failed,8,30,2020,False
27579,successful,0,29,2015,False
27580,successful,2,14,2013,True
27581,successful,0,28,2011,False
27582,successful,3,30,2020,False
27583,successful,25,30,2016,True
27584,failed,258,30,2015,False
27585,successful,66,23,2020,False
27586,successful,796,30,2019,True
27587,successful,0,30,2018,True
27588,successful,15,32,2020,True
27589,successful,0,30,2019,False
27590,failed,26,30,2012,False
27591,successful,7,20,2018,False
27592,successful,3,30,2020,False
27593,successful,4,33,2015,False
27594,successful,13,24,2015,False
27595,successful,22,30,2015,False
27596,successful,32,31,2020,False
27597,successful,8,34,2015,False
27598,failed,19,30,2017,False
27599,successful,16,59,2016,False
27600,successful,55,35,2019,False
27601,successful,38,45,2012,True
27602,successful,384,23,2013,False
27604,failed,0,65,2009,False
27605,failed,7,30,2020,False
27606,failed,0,59,2020,False
27607,failed,25,30,2013,False
27608,successful,37,28,2020,False
27609,successful,350,26,2012,True
27610,successful,50,31,2016,False
27612,failed,18,55,2013,False
27613,failed,8,44,2018,False
27614,successful,24,30,2018,False
27615,successful,19,30,2020,False
27616,failed,13,30,2016,False
27617,successful,7,37,2018,False
27618,successful,36,20,2014,True
27619,failed,102,30,2014,False
27620,successful,67,30,2014,False
27621,successful,43,59,2015,False
27622,successful,5,25,2014,False
27623,successful,17,24,2019,True
27624,successful,243,37,2018,True
27625,successful,0,49,2019,False
27626,successful,0,29,2015,False
27627,successful,4,33,2020,False
27629,failed,94,32,2016,True
27631,successful,41,60,2019,False
27632,failed,18,45,2017,False
27633,failed,3,27,2012,False
27634,failed,22,29,2019,False
27635,successful,17,30,2015,True
27636,successful,25,30,2018,False
27637,successful,14,30,2019,True
27638,successful,1,30,2018,False
27640,successful,142,30,2020,False
27641,successful,15,7,2014,False
27642,successful,39,30,2020,False
27643,failed,0,60,2015,False
27644,successful,68,18,2013,True
27645,successful,57,34,2018,True
27646,successful,34,30,2019,False
27647,successful,38,30,2011,False
27648,successful,28,32,2020,True
27649,successful,142,30,2020,False
27650,successful,14,46,2011,False
27651,successful,49,20,2012,False
27653,successful,10,30,2020,True
27654,successful,78,30,2017,False
27655,successful,46,21,2020,False
27656,successful,70,60,2020,False
27657,successful,7,30,2016,False
27658,successful,27,44,2013,False
27659,successful,25,13,2020,False
27660,failed,0,60,2016,False
27661,failed,3,7,2016,False
27662,successful,10,30,2013,False
27663,successful,5,30,2011,False
27664,failed,1,30,2015,False
27665,successful,7,31,2020,False
27666,failed,1,60,2015,False
27667,successful,55,30,2019,True
27668,successful,25,30,2013,False
27669,failed,30,27,2015,False
27670,successful,13,44,2014,False
27671,successful,63,30,2017,False
27673,successful,47,32,2014,True
27674,successful,27,29,2018,False
27675,successful,14,37,2017,True
27676,successful,29,24,2020,False
27677,failed,34,30,2014,False
27678,successful,17,50,2016,True
27679,successful,3,30,2012,False
27680,successful,1,15,2015,False
27681,failed,15,30,2014,False
27682,successful,21,21,2020,False
27683,successful,49,30,2014,False
27684,successful,7,30,2019,False
27685,successful,187,30,2016,False
27686,successful,25,57,2020,False
27687,successful,53,32,2018,True
27688,successful,5,36,2014,False
27689,successful,91,30,2020,True
27690,successful,2,7,2017,True
27691,failed,7,60,2020,False
27692,successful,5,30,2014,True
27693,successful,3,30,2018,False
27694,successful,90,30,2012,True
27695,successful,1605,32,2019,False
27696,failed,2,7,2013,False
27697,successful,7,44,2015,False
27698,successful,16,32,2013,False
27699,successful,26,38,2017,True
27700,successful,6,30,2013,False
27701,failed,9,30,2013,False
27702,successful,15,30,2019,False
27703,successful,18,30,2018,False
27704,successful,798,60,2020,False
27705,failed,3,30,2014,False
27706,successful,52,36,2019,False
27707,successful,12,24,2019,False
27708,successful,111,30,2019,True
27709,failed,2,30,2014,False
27710,successful,8,30,2019,False
27711,failed,1,45,2017,False
27712,successful,18,19,2020,False
27713,failed,0,39,2012,False
27714,successful,19,30,2019,False
27715,failed,21,60,2020,False
27716,failed,3,30,2014,False
27717,failed,47,30,2016,False
27718,successful,54,30,2020,False
27719,successful,9,25,2012,False
27720,successful,21,30,2020,False
27721,successful,18,45,2011,False
27722,successful,161,30,2018,False
27723,successful,8,30,2019,False
27724,successful,13,28,2015,True
27725,successful,16,30,2014,True
27726,failed,14,60,2015,False
27727,successful,8,30,2020,False
27728,successful,1,42,2019,False
27729,successful,12,21,2020,False
27731,successful,80,30,2019,False
27732,successful,2,27,2019,False
27733,failed,0,21,2020,False
27734,successful,19,30,2018,False
27735,successful,22,10,2019,False
27736,failed,0,45,2016,False
27737,successful,120,30,2019,False
27739,successful,35,28,2019,False
27740,successful,4,36,2017,False
27741,successful,22,30,2012,False
27742,failed,11,20,2020,False
27743,failed,15,30,2015,False
27744,failed,0,30,2017,False
27745,successful,69,30,2017,True
27746,failed,0,60,2015,False
27747,successful,38,30,2018,False
27748,successful,53,30,2016,True
27749,successful,7,51,2013,False
27750,successful,77,31,2013,False
27751,failed,8,30,2016,False
27752,successful,2,35,2015,False
27753,successful,4,60,2019,False
27754,successful,7,23,2019,True
27755,failed,11,30,2015,False
27756,successful,0,5,2014,True
27757,successful,216,30,2019,False
27758,failed,5,30,2017,False
27759,failed,113,31,2013,False
27760,failed,23,34,2018,False
27761,failed,1,28,2016,False
27763,successful,12,32,2013,True
27764,successful,3,14,2013,False
27765,successful,93,30,2016,True
27766,successful,73,30,2016,False
27767,failed,0,20,2017,False
27768,failed,3,26,2017,False
27769,successful,7,30,2018,False
27770,successful,99,30,2017,True
27771,successful,233,31,2014,False
27772,failed,48,45,2017,False
27773,successful,32,30,2017,False
27774,successful,0,47,2014,True
27775,successful,0,15,2015,False
27776,failed,0,30,2014,False
27777,successful,67,30,2017,True
27778,successful,38,30,2018,False
27779,successful,23,21,2020,True
27780,failed,0,30,2019,False
27781,successful,2,15,2017,False
27782,successful,0,9,2016,False
27783,successful,217,48,2012,True
27784,successful,1,30,2017,False
27785,successful,79,33,2018,False
27786,successful,0,30,2016,False
27787,successful,35,29,2019,False
27788,failed,1290,30,2018,False
27789,failed,1,30,2016,False
27790,successful,23,30,2013,False
27791,failed,41,35,2018,False
27792,successful,7,35,2019,False
27793,failed,24,30,2015,False
27794,failed,42,30,2017,False
27795,successful,2,14,2013,False
27796,successful,30,30,2017,False
27797,successful,89,14,2013,False
27798,successful,130,50,2014,True
27799,successful,43,37,2016,False
27800,failed,53,35,2017,False
27801,failed,30,30,2016,False
27802,successful,0,60,2015,False
27803,failed,19,30,2017,False
27804,successful,40,30,2017,True
27805,successful,15,30,2015,False
27806,successful,115,30,2016,False
27807,successful,9,38,2019,False
27808,successful,1160,32,2015,False
27809,failed,3,30,2014,False
27810,successful,1,30,2011,False
27811,successful,88,56,2020,True
27812,successful,104,39,2015,False
27814,successful,1,30,2013,False
27815,successful,11,30,2013,False
27816,successful,8,7,2013,False
27817,successful,41,33,2019,False
27818,failed,14,60,2020,False
27819,successful,111,30,2018,False
27820,successful,47,30,2014,False
27821,successful,3,10,2015,False
27822,failed,626,45,2016,False
27823,successful,8,30,2013,False
27824,successful,26,36,2015,True
27825,successful,376,30,2020,True
27826,successful,5,29,2020,False
27827,successful,40,29,2019,False
27828,failed,125,50,2012,False
27829,successful,57,28,2015,True
27830,successful,1,22,2017,False
27831,successful,3,30,2015,False
27832,successful,5,29,2013,False
27833,failed,49,32,2016,False
27834,failed,0,30,2015,False
27835,successful,81,30,2016,False
27836,successful,4,30,2019,True
27837,successful,10,19,2013,False
27838,successful,0,29,2018,False
27839,successful,17,38,2018,True
27840,successful,0,5,2016,False
27841,successful,56,30,2018,True
27842,successful,0,20,2018,False
27843,successful,26,30,2016,True
27844,successful,0,15,2019,False
27845,successful,0,21,2014,False
27846,successful,11,45,2018,False
27847,successful,7,30,2015,False
27848,successful,57,21,2016,False
27849,failed,351,60,2016,False
27850,successful,47,30,2020,True
27851,successful,3,14,2013,False
27852,failed,24,30,2014,False
27854,failed,253,35,2015,False
27855,successful,236,30,2020,False
27856,failed,3,29,2012,False
27857,successful,48,29,2015,True
27858,successful,26,26,2020,False
27859,successful,42,30,2018,False
27860,failed,4,60,2014,False
27861,failed,4,25,2016,False
27862,failed,5,20,2019,False
27863,failed,20,30,2020,False
27864,successful,2,40,2018,False
27865,failed,15,30,2018,False
27866,successful,1,7,2013,False
27867,failed,0,54,2016,False
27868,successful,129,28,2019,True
27870,successful,71,29,2013,False
27871,successful,0,15,2014,False
27872,successful,7,60,2015,False
27873,successful,16,36,2018,False
27874,successful,238,25,2015,True
27875,failed,2,60,2016,False
27876,successful,82,36,2020,False
27877,successful,81,21,2019,True
27878,successful,22,30,2015,False
27880,failed,2,30,2012,False
27882,successful,3,60,2015,True
27883,failed,1,25,2016,False
27884,failed,2,30,2016,False
27885,successful,16,30,2019,False
27886,failed,1,21,2011,False
27887,failed,2,30,2015,False
27888,failed,1245,30,2016,False
27889,successful,23,29,2020,False
27890,successful,83,30,2019,True
27891,failed,6,23,2014,False
27892,successful,2,30,2015,False
27893,successful,65,5,2020,False
27894,successful,13,29,2020,True
27895,failed,4,60,2015,False
27896,failed,0,30,2016,False
27897,successful,7,30,2016,True
27898,successful,1,30,2013,False
27899,successful,0,21,2018,False
27900,failed,6,29,2017,False
27901,failed,0,60,2019,False
27902,failed,1,29,2016,False
27903,successful,2,30,2013,False
27904,successful,4,49,2016,False
27905,successful,19,33,2018,False
27906,successful,6,31,2014,True
27909,successful,0,30,2016,False
27910,successful,43,28,2019,False
27912,successful,14,30,2018,True
27913,successful,27,30,2017,False
27914,failed,0,30,2015,False
27915,successful,100,45,2017,False
27917,successful,40,29,2016,False
27918,successful,7,19,2013,False
27919,successful,4,29,2018,False
27920,failed,187,30,2015,False
27921,successful,0,30,2015,True
27922,failed,17,19,2016,False
27923,successful,36,31,2015,False
27924,successful,3,31,2016,False
27925,failed,62,30,2015,False
27926,successful,1,30,2017,False
27927,successful,13,30,2018,False
27928,failed,59,45,2019,False
27929,failed,28,30,2015,True
27930,successful,235,37,2019,True
27931,successful,121,21,2016,False
27932,successful,132,30,2015,False
27933,successful,12,30,2019,False
27934,failed,3,31,2014,False
27935,failed,33,40,2016,False
27936,failed,0,20,2015,False
27937,successful,5,30,2016,False
27938,successful,27,39,2014,False
27939,failed,10,30,2014,False
27940,failed,3,14,2013,False
27941,failed,4,30,2017,False
27943,successful,6,30,2016,False
27944,successful,4,30,2016,False
27945,successful,9,30,2017,True
27946,failed,357,29,2016,True
27947,failed,2,60,2015,False
27948,failed,12,27,2012,False
27949,successful,4,30,2017,False
27950,successful,16,15,2014,True
27951,successful,3,30,2020,False
27952,failed,32,29,2019,False
27953,successful,470,26,2018,False
27955,failed,6,30,2015,False
27956,failed,15,30,2017,False
27957,failed,6,60,2020,False
27958,successful,265,60,2019,False
27959,successful,12,30,2017,False
27960,successful,28,10,2019,False
27961,successful,54,21,2019,False
27962,successful,22,20,2016,True
27963,successful,2,29,2019,True
27964,successful,30,30,2014,False
27965,failed,0,37,2016,False
27966,successful,16,30,2017,True
27967,successful,60,30,2018,False
27968,successful,5,33,2014,False
27969,failed,29,29,2015,False
27970,successful,22,29,2019,False
27971,successful,15,19,2017,False
27972,successful,54,55,2013,False
27974,failed,1,30,2019,False
27975,successful,34,30,2018,False
27976,successful,4,21,2015,True
27978,failed,41,29,2016,False
27979,successful,53,21,2019,False
27980,failed,5,30,2015,False
27981,failed,3,30,2016,False
27982,successful,8,31,2018,False
27983,failed,0,60,2017,False
27984,successful,147,24,2016,False
27985,failed,37,15,2015,False
27986,successful,1,30,2015,False
27987,successful,81,30,2014,True
27988,successful,45,28,2016,False
27990,failed,4,32,2012,False
27991,successful,1,30,2015,False
27992,successful,1,21,2015,False
27993,successful,244,30,2019,True
27994,successful,91,30,2015,False
27995,successful,199,29,2015,False
27996,successful,75,30,2018,True
27997,successful,3,14,2015,False
27998,successful,92,30,2020,False
27999,successful,3,26,2017,False
28000,successful,286,40,2019,False
28001,successful,0,30,2015,False
28002,failed,7,30,2015,False
28003,failed,0,60,2014,False
28005,successful,0,58,2019,False
28006,failed,19,28,2014,True
28007,successful,7,30,2019,False
28008,failed,0,60,2017,False
28009,successful,6,30,2013,False
28010,failed,6,30,2020,False
28011,successful,378,30,2019,False
28012,successful,518,30,2020,False
28013,successful,20,30,2018,False
28014,successful,41,30,2013,False
28015,successful,8,31,2016,True
28016,failed,19,30,2014,False
28017,successful,0,10,2018,False
28018,successful,17,28,2018,True
28019,failed,65,59,2016,False
28020,successful,8,30,2014,False
28021,successful,7,15,2017,False
28022,successful,55,30,2019,False
28023,successful,44,24,2017,False
28024,successful,26,15,2019,False
28025,successful,34,30,2019,False
28026,successful,65,25,2019,False
28027,failed,12,60,2016,False
28028,successful,2,30,2017,True
28030,failed,6,30,2019,False
28031,successful,11,45,2011,False
28032,successful,2,5,2014,False
28033,successful,54,37,2020,False
28034,successful,5,25,2019,True
28035,successful,2,60,2019,True
28036,failed,54,30,2015,False
28037,successful,10,43,2015,False
28039,failed,0,25,2015,False
28040,successful,20,40,2019,False
28041,successful,0,29,2018,False
28042,failed,1,28,2016,False
28044,successful,132,30,2019,True
28045,successful,44,45,2014,False
28046,successful,1,20,2016,False
28047,successful,1,23,2014,False
28048,failed,7,30,2015,False
28049,failed,11,30,2014,False
28050,successful,0,27,2015,False
28051,successful,34,30,2016,False
28052,successful,57,29,2019,True
28053,successful,173,30,2018,True
28054,successful,304,38,2015,True
28055,successful,47,31,2019,False
28056,successful,7,33,2013,True
28057,successful,57,60,2015,False
28058,successful,8,45,2016,False
28059,successful,12,30,2020,False
28060,failed,98,6,2016,False
28061,failed,14,15,2016,False
28062,successful,21,31,2016,False
28063,successful,6,30,2015,False
28064,successful,23,30,2015,False
28065,failed,0,30,2019,False
28066,failed,16,45,2014,False
28067,successful,72,30,2014,True
28068,successful,90,30,2016,True
28069,successful,4,28,2014,True
28070,failed,1,29,2016,False
28071,successful,38,40,2020,False
28072,successful,18,35,2019,False
28073,failed,0,30,2014,False
28074,failed,15,30,2017,False
28075,failed,5,56,2015,False
28076,successful,70,30,2015,False
28077,successful,11,47,2019,False
28078,failed,3,60,2016,False
28079,failed,0,60,2015,False
28080,successful,19,30,2013,False
28081,successful,26,25,2015,True
28082,successful,51,48,2012,False
28083,successful,3,52,2016,False
28084,failed,7,40,2015,False
28086,successful,13,30,2018,False
28087,failed,17,45,2020,False
28089,successful,9,30,2016,True
28090,failed,0,30,2016,False
28091,failed,52,60,2015,False
28092,successful,5,59,2020,False
28093,failed,14,30,2013,False
28094,successful,0,30,2017,False
28095,failed,1,55,2015,False
28096,successful,96,45,2014,False
28097,successful,6,23,2018,True
28098,failed,6,4,2014,False
28099,failed,44,30,2016,False
28100,successful,7,30,2012,False
28101,successful,47,30,2015,False
28102,successful,1,29,2015,False
28103,successful,6,24,2014,True
28104,successful,9,29,2016,False
28105,failed,1,30,2015,False
28106,successful,3,22,2015,False
28107,successful,45,30,2012,False
28108,successful,1,48,2019,True
28109,successful,114,30,2014,False
28110,successful,9,21,2015,False
28111,successful,18,30,2014,True
28112,successful,5,30,2015,False
28113,successful,119,30,2014,True
28114,successful,156,30,2017,True
28115,failed,5,36,2017,False
28116,failed,2,60,2019,False
28117,failed,2,40,2016,False
28119,failed,1,30,2014,False
28120,successful,5,30,2017,True
28121,failed,13,16,2019,False
28122,failed,10,30,2017,False
28123,successful,51,50,2017,True
28124,failed,11,30,2019,False
28125,failed,2,32,2016,False
28126,failed,2,10,2015,False
28127,successful,15,30,2019,False
28128,failed,2,30,2014,False
28129,successful,29,62,2011,False
28130,failed,8,20,2014,False
28131,successful,27,24,2016,True
28132,successful,2,27,2016,False
28134,successful,96,30,2016,True
28135,failed,0,30,2016,False
28136,successful,7,27,2015,False
28137,failed,7,29,2017,False
28138,successful,5,35,2013,False
28139,successful,0,25,2017,False
28141,successful,8,29,2016,False
28142,successful,2,35,2020,False
28143,successful,30,30,2014,False
28144,failed,28,25,2016,False
28145,successful,0,38,2018,False
28146,failed,25,60,2017,False
28147,failed,6,59,2019,False
28148,failed,5,44,2017,False
28149,failed,27,36,2015,False
28150,successful,6,25,2013,False
28151,successful,7,29,2019,False
28153,successful,1,12,2015,False
28154,failed,28,30,2016,False
28155,successful,17,30,2013,False
28156,successful,7,30,2017,False
28157,successful,6,60,2013,False
28158,successful,8,28,2013,False
28159,successful,12,29,2015,False
28160,successful,13,27,2017,True
28161,successful,18,32,2016,True
28162,successful,5,30,2014,False
28163,failed,3,45,2014,False
28164,successful,41,29,2017,False
28165,successful,5,15,2017,True
28166,successful,3,31,2015,False
28167,successful,13,22,2014,False
28168,successful,123,30,2014,False
28169,successful,145,30,2013,True
28170,successful,31,30,2018,False
28171,failed,135,55,2014,False
28172,failed,0,30,2015,False
28173,successful,50,24,2020,False
28174,successful,0,29,2019,False
28175,successful,18,58,2018,False
28176,successful,59,50,2015,False
28177,successful,24,30,2016,False
28178,successful,68,30,2019,True
28179,failed,27,60,2018,False
28180,successful,25,30,2020,False
28181,successful,26,22,2013,False
28182,failed,6,30,2019,False
28183,successful,63,30,2019,True
28184,successful,823,29,2018,False
28185,successful,34,30,2019,False
28186,failed,92,30,2014,False
28187,successful,13,30,2015,True
28188,successful,39,30,2019,False
28189,failed,52,45,2015,False
28190,failed,293,30,2020,False
28191,failed,3,60,2019,False
28192,successful,9,30,2013,False
28193,successful,248,30,2016,True
28194,successful,15,32,2016,False
28195,failed,3,20,2016,False
28196,successful,110,14,2016,False
28197,failed,12,30,2011,False
28198,failed,0,30,2017,False
28199,successful,7,43,2019,False
28200,successful,0,5,2016,False
28201,successful,5,37,2012,False
28202,successful,384,30,2016,True
28203,successful,1,25,2018,False
28204,successful,22,10,2019,False
28205,successful,1,30,2016,False
28206,successful,54,13,2016,False
28207,successful,54,37,2018,True
28208,successful,0,10,2016,False
28209,successful,110,30,2014,True
28210,failed,77,18,2014,False
28211,failed,0,49,2016,False
28212,failed,4,40,2016,False
28213,successful,2,45,2018,True
28214,successful,12,30,2016,False
28215,successful,2,30,2019,True
28216,failed,6,15,2016,False
28217,successful,40,30,2020,False
28218,failed,455,30,2016,False
28219,successful,89,38,2020,False
28220,successful,142,60,2020,False
28221,successful,378,30,2020,False
28222,failed,21,24,2019,False
28223,successful,12,60,2017,False
28224,successful,81,31,2020,False
28225,successful,1,29,2017,True
28226,successful,22,30,2015,True
28227,failed,4,60,2018,False
28228,failed,330,34,2018,False
28229,successful,124,33,2020,False
28230,successful,0,29,2016,False
28231,successful,338,27,2014,True
28232,failed,0,30,2020,False
28233,failed,15,30,2018,False
28234,successful,25,30,2014,False
28235,successful,650,30,2019,False
28237,successful,24,38,2020,False
28238,successful,5,30,2015,False
28239,successful,21,60,2020,False
28240,failed,0,33,2015,False
28241,failed,15,60,2014,False
28242,failed,4,20,2019,False
28243,failed,0,30,2015,False
28245,successful,18,45,2013,False
28247,successful,5,30,2020,False
28248,successful,56,30,2016,False
28249,successful,2,30,2018,False
28250,failed,9,30,2019,False
28251,failed,76,30,2018,False
28252,failed,7,50,2015,False
28253,failed,0,44,2016,False
28254,successful,156,30,2020,False
28255,failed,94,60,2014,False
28256,successful,1,30,2015,False
28257,failed,3,59,2015,False
28258,successful,18,25,2014,False
28259,successful,28,30,2020,False
28260,failed,7,60,2018,False
28261,successful,12,30,2019,False
28262,successful,2,18,2018,False
28263,successful,14,34,2019,False
28264,failed,5,45,2017,False
28265,successful,14,20,2014,False
28266,successful,12,15,2020,True
28267,successful,27,28,2017,False
28268,successful,2,51,2016,False
28269,successful,3,34,2015,False
28270,successful,8,21,2019,False
28271,failed,0,29,2015,False
28272,successful,8,60,2020,False
28273,failed,2,53,2016,False
28274,successful,7,30,2019,False
28275,successful,0,30,2015,False
28276,successful,224,30,2019,True
28277,failed,6,10,2018,False
28278,successful,327,45,2015,True
28279,successful,26,26,2020,False
28280,successful,54,34,2017,False
28281,failed,18,35,2018,False
28282,successful,19,30,2013,True
28283,successful,5,30,2020,False
28284,successful,8,20,2020,False
28285,successful,47,30,2014,True
28286,successful,1,20,2017,False
28287,successful,33,29,2020,True
28288,failed,132,38,2018,False
28289,failed,2,30,2016,False
28290,failed,19,30,2014,False
28291,successful,133,45,2017,False
28292,successful,8,19,2016,True
28293,successful,8,30,2015,False
28294,failed,58,60,2017,False
28295,successful,7,30,2020,False
28296,failed,0,30,2014,False
28297,successful,27,30,2016,False
28298,failed,158,30,2020,False
28299,successful,11,35,2014,False
28300,failed,16,30,2014,False
28301,successful,14,30,2016,False
28302,successful,91,30,2016,False
28303,successful,21,31,2019,False
28304,successful,50,35,2015,False
28305,successful,42,39,2017,False
28306,successful,0,33,2017,False
28307,successful,3,35,2015,False
28308,failed,2,60,2014,False
28309,failed,7,35,2015,False
28310,successful,10,46,2018,False
28311,successful,1,29,2019,True
28312,failed,32,32,2014,False
28313,successful,13,30,2014,False
28314,failed,18,42,2019,False
28315,successful,6,38,2020,False
28316,successful,95,60,2019,True
28317,successful,2,30,2019,False
28318,successful,59,30,2018,False
28319,successful,89,30,2019,False
28320,successful,5,43,2016,False
28321,failed,0,30,2016,False
28322,failed,2,30,2016,False
28323,failed,48,30,2017,False
28324,successful,25,30,2014,False
28325,failed,2,30,2016,False
28326,successful,36,34,2020,False
28328,successful,3,19,2015,False
28330,successful,69,30,2019,False
28331,successful,68,39,2019,False
28332,successful,1,12,2017,False
28333,successful,0,30,2017,False
28334,successful,12,30,2013,False
28335,successful,35,35,2020,False
28336,successful,18,30,2011,True
28337,failed,28,30,2018,False
28338,failed,86,60,2019,False
28339,successful,36,21,2020,True
28340,successful,1,30,2014,False
28341,successful,13,30,2019,False
28342,successful,64,30,2020,False
28343,successful,0,5,2016,False
28344,successful,22,21,2020,False
28345,failed,6,29,2018,False
28347,successful,8,10,2020,False
28348,failed,8,30,2018,False
28349,failed,4,55,2019,False
28350,successful,11,44,2017,False
28351,successful,4,59,2019,False
28352,successful,26,40,2020,False
28353,failed,0,30,2015,False
28354,failed,823,23,2016,False
28356,successful,29,27,2015,False
28357,successful,8,40,2016,True
28358,successful,38,59,2020,True
28359,successful,8,30,2018,False
28360,failed,15,35,2019,False
28361,successful,2,24,2020,False
28362,successful,27,30,2018,False
28363,failed,8,30,2019,False
28364,successful,4,14,2018,False
28365,successful,385,30,2017,False
28366,successful,4,30,2020,False
28367,failed,28,60,2018,True
28368,successful,5,20,2018,False
28369,successful,25,44,2019,True
28370,successful,19,40,2015,False
28371,successful,52,30,2013,False
28373,successful,83,24,2018,False
28374,failed,1,45,2020,False
28375,failed,19,23,2020,False
28376,successful,28,25,2020,False
28377,failed,6,30,2020,False
28378,successful,17,30,2016,False
28379,failed,21,60,2018,False
28380,failed,4,30,2015,False
28381,successful,200,30,2013,False
28382,failed,46,49,2020,False
28383,successful,32,30,2018,True
28384,successful,30,30,2019,False
28385,successful,429,30,2015,False
28386,successful,94,29,2018,False
28388,successful,8,27,2017,False
28389,failed,15,30,2017,False
28390,successful,36,31,2020,True
28391,successful,2,25,2011,False
28392,successful,616,29,2015,False
28393,failed,2,60,2015,False
28394,failed,1122,60,2016,False
28396,successful,1,30,2020,False
28397,failed,3,10,2019,False
28398,failed,17,49,2016,False
28399,failed,0,60,2016,False
28400,successful,15,37,2020,False
28401,successful,10,30,2018,False
28402,failed,1364,29,2016,False
28403,failed,44,30,2017,False
28404,failed,0,60,2019,False
28405,successful,4,27,2016,False
28406,successful,125,29,2018,False
28407,failed,2,30,2015,False
28408,successful,6,30,2016,False
28409,successful,135,30,2020,False
28410,successful,29,30,2018,False
28411,successful,18,45,2020,False
28412,successful,13,10,2020,False
28413,failed,4,16,2014,False
28414,successful,23,60,2018,False
28415,failed,77,60,2017,False
28416,successful,88,30,2019,True
28417,successful,26,31,2015,False
28418,failed,0,30,2015,False
28419,successful,59,36,2013,True
28420,successful,23,32,2020,False
28421,successful,195,45,2019,False
28422,successful,54,30,2020,True
28423,failed,34,32,2014,False
28424,successful,13,37,2011,True
28425,successful,23,45,2019,True
28426,successful,23,30,2019,False
28427,failed,0,40,2018,False
28428,failed,17,13,2015,False
28430,failed,32,33,2016,False
28431,failed,0,29,2015,False
28432,successful,4,25,2019,False
28433,successful,1,31,2019,False
28434,successful,5,14,2020,False
28435,successful,6,50,2017,False
28436,successful,0,59,2019,False
28437,failed,4,30,2020,False
28438,successful,5,35,2013,False
28439,failed,1,30,2017,False
28440,successful,5,7,2012,True
28441,successful,10,30,2019,False
28442,successful,0,34,2019,False
28443,failed,2,30,2015,False
28444,failed,0,30,2016,False
28445,failed,3,27,2014,False
28446,successful,3,30,2013,False
28447,successful,48,45,2020,False
28448,successful,6,31,2014,True
28449,successful,4,29,2014,False
28450,successful,6,35,2020,False
28451,successful,9,30,2013,False
28452,successful,53,35,2015,True
28453,failed,4,58,2015,False
28454,successful,0,36,2016,False
28455,failed,3,30,2015,False
28456,successful,89,30,2014,False
28457,successful,57,45,2015,True
28458,failed,45,30,2014,False
28459,failed,4,30,2020,False
28460,successful,8,59,2020,False
28461,successful,18,45,2018,False
28462,successful,23,24,2019,True
28463,successful,8,45,2019,False
28464,failed,120,30,2017,True
28465,successful,5,59,2020,False
28466,successful,2,30,2015,False
28467,successful,0,30,2017,False
28469,successful,10,30,2017,True
28470,failed,5,34,2016,False
28471,failed,2,42,2017,False
28472,successful,127,30,2019,False
28473,successful,37,21,2013,False
28474,successful,7,21,2019,False
28475,successful,573,30,2019,False
28476,successful,42,29,2014,True
28477,successful,84,30,2013,True
28478,failed,12,60,2014,False
28479,successful,72,29,2020,True
28480,successful,18,10,2020,False
28481,successful,56,30,2017,False
28482,successful,7,31,2020,False
28483,successful,69,30,2014,False
28484,successful,29,31,2019,False
28485,successful,3,15,2013,False
28486,successful,54,30,2015,False
28487,successful,9,31,2018,False
28488,successful,50,37,2018,False
28489,failed,3,30,2020,False
28490,successful,127,30,2015,False
28491,successful,29,14,2019,False
28492,successful,16,31,2017,False
28493,successful,154,30,2018,False
28494,failed,0,30,2017,False
28495,failed,134,30,2019,False
28496,failed,2,30,2017,False
28497,successful,19,30,2019,True
28499,successful,25,30,2019,True
28500,successful,4,40,2014,False
28501,successful,7,30,2016,False
28502,successful,83,31,2013,False
28503,successful,2,20,2012,False
28504,successful,3,12,2018,False
28506,failed,8,30,2020,False
28507,successful,0,40,2016,False
28508,successful,13,29,2020,True
28509,successful,4,29,2014,False
28510,successful,130,31,2015,False
28511,failed,716,60,2016,False
28512,successful,17,29,2012,True
28513,successful,154,60,2019,False
28514,successful,11,30,2015,False
28515,successful,18,30,2013,False
28516,successful,1,38,2017,False
28517,failed,39,18,2018,False
28518,failed,11,30,2015,False
28519,successful,98,30,2020,False
28520,successful,11,25,2019,False
28521,successful,1329,29,2020,False
28522,successful,23,30,2019,False
28523,successful,43,9,2019,False
28524,successful,51,33,2019,False
28525,failed,20,45,2015,False
28526,successful,36,35,2017,False
28527,successful,12,30,2019,False
28528,successful,8,30,2020,False
28529,successful,50,30,2020,False
28530,failed,3,25,2017,False
28531,successful,1,37,2020,False
28532,successful,42,30,2019,False
28533,successful,13,45,2019,False
28534,failed,0,30,2015,False
28535,successful,29,30,2019,False
28536,failed,92,30,2017,False
28537,successful,102,30,2019,False
28538,successful,29,27,2017,False
28539,failed,14,60,2020,False
28540,successful,165,30,2020,False
28541,successful,61,30,2017,False
28542,successful,12,30,2014,True
28543,successful,31,30,2020,False
